	R935_Col	R935_TSB	R935_FC	DEG	OG	KO.id	KO.description
cds40	3.83947110430991	1.01807955829232	4.53703579570576	nonDEG			
cds400	6.11708157982847	7.05390320915376	-0.647777309588451	nonDEG	OG0000209	K07003	uncharacterized protein
cds4000	5.14787791282146	4.57988162042949	1.2124919280832	nonDEG	OG0004719		
cds4001	5.71729144378069	5.75960122413217	0.77041865895234	nonDEG	OG0002649	K06140	rnk; regulator of nucleoside diphosphate kinase
cds4002	4.16933938052245	3.74324026555048	1.76686969869874	nonDEG	OG0007520		
cds4003	8.43048117063533	9.77015414512697	-0.50309964218768	nonDEG	OG0000126	K03772	fkpA; FKBP-type peptidyl-prolyl cis-trans isomerase FkpA [EC:5.2.1.8]
cds4004	6.46190051936448	8.32145305115054	-1.04201507423618	nonDEG	OG0000377		
cds4005	8.4472160856644	8.35117115181928	0.88534807550526	nonDEG	OG0001252		
cds4006	4.63802849578055	4.71065409468908	1.44268498125085	nonDEG	OG0002083		
cds4007	6.46190051936448	4.43419368522654	2.74301580554946	up	OG0007545	K06974	amzA; archaemetzincin [EC:3.4.-.-]
cds4009	8.61980135053104	9.0006618053645	0.371130371618867	nonDEG	OG0000972	K00554	trmD; tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]
cds401	5.65400665480178	9.93947062873232	-3.31501741773549	down	OG0002538	K01893	NARS; asparaginyl-tRNA synthetase [EC:6.1.1.22]
cds4010	4.48341393676272	6.29353026525301	-0.890659897831858	nonDEG	OG0000971	K02884	RP-L19; large subunit ribosomal protein L19
cds4011	6.89257094635642	10.8711627263804	-3.19022132878179	down	OG0001503	K00031	IDH1; isocitrate dehydrogenase [EC:1.1.1.42]
cds4012	7.30601119673099	5.8733544151786	2.16496986526323	up	OG0002576		
cds4013	5.59866373866809	4.81336152647652	1.45999370732976	nonDEG	OG0004707		
cds4014	3.64968225927318	3.69585605490293	-0.873489272152864	nonDEG	OG0003061	K13653	AraC family transcriptional regulator
cds4015	3.5967760487263	3.35935143272553	1.51620394193609	nonDEG	OG0006970		
cds4016	5.36717500598765	5.60060456079164	0.547572422359199	nonDEG	OG0003702	K00949	thiN; thiamine pyrophosphokinase [EC:2.7.6.2]
cds4017	4.14748815323214	5.76520943167929	-0.41967342642492	nonDEG	OG0002207	K06970	rlmF; 23S rRNA (adenine1618-N6)-methyltransferase [EC:2.1.1.181]
cds4018	6.58979162882098	5.15996186249585	1.97525045496492	up			
cds402	6.36066984148917	9.27712566560252	-2.05578118151754	down	OG0000660	K03092	rpoN; RNA polymerase sigma-54 factor
cds4021	8.27059124510226	4.50301064438235	4.56369742224327	up	OG0000012	K01055	pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]
cds4022	7.13082417202362	7.2532048659782	0.605753371355843	nonDEG	OG0000791	K03702	uvrB; excinuclease ABC subunit B
cds4024	5.0236514453195	3.90420431299416	2.3703952688176	nonDEG	OG0000408	K07214	fes; enterochelin esterase and related enzymes
cds4025	7.53361935980448	7.25997819410473	1.1475080776831	nonDEG	OG0000098	K01684	dgoD; galactonate dehydratase [EC:4.2.1.6]
cds4026	7.9823435155843	6.06010843520955	2.74669675628119	up	OG0006948		
cds4027	6.5792435958343	7.22977965103883	0.271204298684302	nonDEG	OG0001826		
cds4028	10.4554308544222	13.0794854022403	-1.74886758643966	down	OG0001045	K01903	sucC; succinyl-CoA synthetase beta subunit [EC:6.2.1.5]
cds4029	8.65036731145619	9.53072377427029	-0.110095784033918	nonDEG	OG0000924	K00265	gltB; glutamate synthase (NADPH) large chain [EC:1.4.1.13]
cds403	4.15245660320015	5.20957129179607	-0.172858714349906	nonDEG	OG0007548		
cds4030	5.16842772461537	6.37523443119852	-0.426428147808887	nonDEG	OG0001074	K00266	gltD; glutamate synthase (NADPH) small chain [EC:1.4.1.13]
cds4031	8.15251095901346	8.17822328174995	0.767828155258763	nonDEG	OG0000463	K01586	lysA; diaminopimelate decarboxylase [EC:4.1.1.20]
cds4032	8.39057556697087	8.10845854614397	1.08161529375346	nonDEG	OG0005529		
cds4033	5.91117368417587	4.41916438871703	1.98579531393236	nonDEG			
cds4034	5.61092506571333	5.41049931920605	1.06121837637641	nonDEG	OG0003701		
cds4035	6.41654611241111	6.61736145602334	1.01871866524297	nonDEG	OG0001712		
cds4036	5.53572705671199	7.66184054505577	-1.19048924737033	nonDEG			
cds4037	5.64386667217354	5.73649055042938	1.02575731363335	nonDEG			
cds4039	4.04277123846693	3.76007108088373	1.03111277331589	nonDEG			
cds404	8.93992220104952	9.30462848010067	0.456579096320834	nonDEG	OG0002089	K00857	tdk; thymidine kinase [EC:2.7.1.21]
cds4040	2.92851737236542	3.1500460813645	1.78852888078228	nonDEG	OG0002867		
cds4041	4.80206497427037	3.92402211299362	1.09819334668001	nonDEG	OG0004854		
cds4042	7.40131061215374	5.91184682098525	2.26280839586858	up			
cds4043	4.08954500126607	3.81671274803116	1.43553341551319	nonDEG	OG0007045		
cds4045	4.19763567971795	5.21551181896567	0.562742706819831	nonDEG	OG0000522		
cds4046	6.06014782784628	5.94413400073611	1.30244543325853	nonDEG	OG0000522		
cds4047	8.71061904313727	7.26555065908638	2.33201105044671	up			
cds405	7.35487966303702	8.21602813172002	0.194902228921916	nonDEG	OG0005568		
cds4050	2.91629702298459	2.87475746846738	1.90379115915652	nonDEG	OG0004187		
cds4051	4.53963408256227	4.28839191445745	1.14285439416492	nonDEG	OG0001411	K07391	comM; magnesium chelatase family protein
cds4053	5.35353158194266	2.06687018236495	3.84024389226293	nonDEG	OG0000083	K00010	iolG; myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]
cds4054	7.42813226389649	6.90290142599448	1.52192430973771	nonDEG	OG0000465	K03320	amt; ammonium transporter, Amt family
cds4055	6.32648514470725	7.0547945872532	0.088216087760043	nonDEG	OG0000409	K04084	dsbD; thiol:disulfide interchange protein DsbD [EC:1.8.1.8]
cds4056	7.65787065023152	7.49878426635877	0.926634449145191	nonDEG	OG0001175	K04075	tilS; tRNA(Ile)-lysidine synthase [EC:6.3.4.19]
cds4057	4.6520381774443	4.61668961699404	0.972871461707821	nonDEG	OG0000139	K01657	trpE; anthranilate synthase component I [EC:4.1.3.27]
cds4058	5.44192274499578	3.89084355514331	2.2661899346865	nonDEG	OG0005547		
cds4059	6.96586686554162	4.77843492949618	3.52036118161315	up	OG0001070	K03098	APOD; apolipoprotein D and lipocalin family protein
cds406	7.64255499255522	7.64285694155361	0.796484210190171	nonDEG	OG0000905	K07056	rsmI; 16S rRNA (cytidine1402-2'-O)-methyltransferase [EC:2.1.1.198]
cds4060	8.70784950364914	12.2233715937623	-2.75169607517954	down	OG0000141	K00382	DLD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]
cds4062	9.0362022924793	10.2978043912394	-0.288147412187838	nonDEG	OG0000070	K01758	CTH; cystathionine gamma-lyase [EC:4.4.1.1]
cds4063	7.83731038718531	8.41197708387453	0.193730272803821	nonDEG	OG0000128	K03294	TC.APA; basic amino acid/polyamine antiporter, APA family
cds4064	6.16797124774487	3.85935143272553	3.26740539096299	up	OG0007606		
cds4065	5.58401918966733	3.48337941469783	2.53026519219792	up	OG0000083	K00010	iolG; myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]
cds4066	7.37594295245847	7.31064589191975	0.997059250086847	nonDEG	OG0003160		
cds4067	7.28581824720694	2.01807955829232	6.95355394956321	up	OG0000103	K22044	ybiO; moderate conductance mechanosensitive channel
cds4068	5.6464141067794	3.62172524779078	2.87221972646232	up	OG0006950		
cds4069	2.59736498765434	3.28839191445745	0.334436395685913	nonDEG	OG0001421	K03744	lemA; LemA protein
cds407	4.93175117276285	6.67665931366569	-0.84531791454719	nonDEG	OG0002506		
cds4070	3.98733998813511	5.31399711347439	-0.431629447975679	nonDEG	OG0000081	K02444	glpR; DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor
cds4071	5.90261080702748	5.82416868570732	1.26290326315181	nonDEG	OG0001131		
cds4072	5.76069908786825	5.17565128038144	1.37060163142867	nonDEG	OG0007104		
cds4073	3.50125952370574	3.62172524779078	0.00673092891442166	nonDEG	OG0007103		
cds4074	5.93931409532093	5.83473830561643	0.794726519766772	nonDEG	OG0004694		
cds4075	4.52924844467936	2.62172524779078	2.52649628415724	nonDEG	OG0001897	K07106	murQ; N-acetylmuramic acid 6-phosphate etherase [EC:4.2.1.126]
cds4076	5.21178981975853	3.65183268308611	2.81878245784993	nonDEG	OG0005545		
cds4077	6.29656604445462	5.8076528398009	1.53873540512321	nonDEG	OG0000594	K01207	nagZ; beta-N-acetylhexosaminidase [EC:3.2.1.52]
cds4078	6.72292182662963	6.57230826159613	0.938116991569529	nonDEG	OG0001158	K09001	anmK; anhydro-N-acetylmuramic acid kinase [EC:2.7.1.170]
cds4079	5.14383508256885	3.86738044584618	1.99644439132842	nonDEG	OG0003712		
cds408	6.27841326940603	7.58274421405669	-0.552546925272733	nonDEG	OG0001113	K07462	recJ; single-stranded-DNA-specific exonuclease [EC:3.1.-.-]
cds4080	8.16672727470489	7.68559159589101	1.24280237178323	up	OG0002574		
cds4081	3.86652918620913	4.70623997482859	-0.33484254034697	nonDEG	OG0001455	K08218	ampG; MFS transporter, PAT family, beta-lactamase induction signal transducer AmpG
cds4082	1.66345145393209	4.52647375367949	-3.68203676290839	nonDEG			
cds4083	4.82588149750794	5.47580605586447	0.107004779511732	nonDEG	OG0000140	K22441	paiA; diamine N-acetyltransferase [EC:2.3.1.57]
cds4084	5.35170128948234	5.8091393891978	0.382694005687666	nonDEG	OG0000594	K01207	nagZ; beta-N-acetylhexosaminidase [EC:3.2.1.52]
cds4085	9.42535538480074	10.6868160213002	-0.43471139782854	nonDEG	OG0000393	K03386	PRDX2_4; peroxiredoxin (alkyl hydroperoxide reductase subunit C) [EC:1.11.1.15]
cds4086	2.65901043656971	5.8733544151786	-3.17041742949003	down	OG0000092	K03671	trxA; thioredoxin 1
cds4087	5.21077923862391	6.3083986992934	-1.0971479184389	nonDEG	OG0005464		
cds4088	5.00922896068478	7.07394467798117	-1.20977462672499	nonDEG	OG0001830	K11065	tpx; thiol peroxidase, atypical 2-Cys peroxiredoxin [EC:1.11.1.15]
cds4089	4.82592377614413	5.82365463077118	-0.127095896782629	nonDEG	OG0001062	K00901	dgkA; diacylglycerol kinase (ATP) [EC:2.7.1.107]
cds409	5.59426097648245	6.72488403240448	-0.340651149514282	nonDEG	OG0000145	K08225	entS; MFS transporter, ENTS family, enterobactin (siderophore) exporter
cds4090	7.78197286933664	8.26351877538796	0.350350982592189	nonDEG	OG0000389	K03466	ftsK; DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family
cds4091	5.16921516552835	4.74383265253938	1.37269787641548	nonDEG	OG0005523		
cds4092	5.36208608710321	6.75249772205037	-0.558888120784868	nonDEG	OG0000909	K11720	lptG; lipopolysaccharide export system permease protein
cds4093	8.32717290416788	10.2520911268235	-1.08502921977724	nonDEG	OG0000173	K14652	ribBA; 3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]
cds4094	4.68845728109649	6.93962906524462	-2.11650134089278	nonDEG	OG0000200	K10806	yciA; acyl-CoA thioesterase YciA [EC:3.1.2.-]
cds4095	3.98515903951286	5.15996186249585	-0.341935464771364	nonDEG	OG0002109	K03733	xerC; integrase/recombinase XerC
cds4098	5.94239546053128	3.83634397771569	2.6133903285608	up	OG0002575		
cds4099	6.23349812555933	6.33746022277152	0.75659988160694	nonDEG	OG0000779	K03281	TC.CIC; chloride channel protein, CIC family
cds41	2.25533297554091	5.12432346119034	-2.7091566962688	nonDEG	OG0005658		
cds410	5.90911556491915	6.13488590088659	0.466773225262712	nonDEG			
cds4100	3.74433703135583	3.34000765317968	3.40921087553242	nonDEG			
cds4101	4.75720904297146	3.01807955829232	3.04177902349283	nonDEG	OG0000059	K18139	oprM; outer membrane protein, multidrug efflux system
cds4102	5.21190351179112	3.97468981080863	1.94731022283343	nonDEG	OG0000023	K18138	acrB; multidrug efflux pump
cds4103	4.07364608725563	2.87475746846738	2.72148382775766	nonDEG	OG0001157	K18298	mexE; membrane fusion protein, multidrug efflux system
cds4104	4.68649161302426	5.07813651767935	0.146080077980412	nonDEG			
cds4105	6.05981001795421	7.69697012826497	-0.685880196290078	nonDEG			
cds4106	5.54524631824734	8.0551284285349	-1.61683292656881	down	OG0003186		
cds4107	5.62873815203382	7.78341676902365	-1.10530868785442	nonDEG	OG0000514	K05515	mrdA; penicillin-binding protein 2 [EC:3.4.16.4]
cds4108	6.53190735158697	4.85980708701282	2.34773060389727	up	OG0002109	K03733	xerC; integrase/recombinase XerC
cds411	7.66272562234897	5.7735009878923	2.69230465517736	up	OG0007054		
cds412	5.24545327641166	6.68252336559229	-0.631358663924958	nonDEG	OG0001502	K03269	lpxH; UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54]
cds4121	5.04126067477091	2.11566080643758	5.854334846719	up	OG0002523	K20530	trbE; type IV secretion system protein TrbE
cds4128	4.68055118732851	2.0822762181068	3.7662774309546	up	OG0004201		
cds413	5.60263997670824	7.61462128708835	-1.17567831616784	nonDEG	OG0001118	K01737	queD; 6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]
cds4130	8.90322303474977	6.96280343340611	2.84136081475104	up			
cds4131	5.11001215440689	3.99355098693076	0.680095441562486	nonDEG	OG0000016	K07729	putative transcriptional regulator
cds4132	3.78477982006769	2.81671274803116	0.951143398517912	nonDEG	OG0000068	K21573	susC; TonB-dependent starch-binding outer membrane protein SusC
cds4134	4.68012200537503	3.44153578733654	1.5929638122751	nonDEG	OG0005631		
cds4136	4.624852374385	3.70062330715874	3.5335132435433	nonDEG	OG0004713		
cds414	8.42243360579151	7.42785182091243	1.79098710210044	up	OG0007500	K13766	liuC; methylglutaconyl-CoA hydratase [EC:4.2.1.18]
cds4140	4.68149404153244	3.63106684217943	2.60239328838542	nonDEG	OG0004710		
cds4141	6.86753614678205	6.00666461747481	1.50924368255461	nonDEG	OG0001878		
cds4147	3.71115847350552	2.5822762181068	2.7167011927919	nonDEG			
cds4148	7.84590630320071	6.18447535083517	2.56947975170581	up	OG0000478	K02346	dinB; DNA polymerase IV [EC:2.7.7.7]
cds4149	4.90201343870183	4.02052431872528	1.28280936069322	nonDEG	OG0004692	K02337	dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7]
cds4150	6.31864035382828	6.42106893911516	0.725163486618442	nonDEG			
cds4151	6.90453592621719	7.45565715697498	0.283007575044455	nonDEG	OG0005235		
cds4152	10.1767301727788	10.2586183559041	0.802114184519073	nonDEG			
cds4154	9.18500409095033	9.11442285741092	0.916986757769065	nonDEG	OG0004977		
cds4155	6.24495605935816	6.41049931920605	0.530504780628113	nonDEG			
cds4156	7.66830622515023	6.56917536226205	1.70751913189451	up	NA	NA	NA
cds4157	6.43820256879411	7.99057956127241	-0.777547622266808	nonDEG			
cds4158	5.79411725445123	5.3245667333835	1.35793691040657	nonDEG			
cds4159	6.52736932941571	5.4141287579203	1.87520439934548	up			
cds4160	3.54451634121707	3.42354809254001	1.8309779767784	nonDEG	OG0000003	K07657	phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB
cds4161	7.72785870120391	5.25400422477231	3.26379959076753	up	OG0000010	K07636	phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]
cds4162	5.71330056322533	3.06236794608657	3.14349753935326	up	OG0000781		
cds4163	5.09464935309757	2.09340441421706	4.36769529193225	up	OG0000359	K01002	mdoB; phosphoglycerol transferase [EC:2.7.8.20]
cds4165	5.24295537365155	2.56687018236495	3.70502165664855	up	OG0000056	K19302	bcrC; undecaprenyl-diphosphatase [EC:3.6.1.27]
cds4166	8.26033002020483	4.92933596094996	4.43272320225759	up	OG0006039	K01130	E3.1.6.1; arylsulfatase [EC:3.1.6.1]
cds4168	6.23668024902685	1.01807955829232	6.84743357985579	up	OG0000892	K02492	hemA; glutamyl-tRNA reductase [EC:1.2.1.70]
cds4169	8.03448268739813	1.01807955829232	8.69425275231522	up			
cds417	4.12381577262401	3.53572151591106	1.79936055012294	nonDEG			
cds4171	6.25318097870447	2.28839191445745	4.57327200398363	up	OG0004703		
cds4172	7.44642416245672	1.01807955829232	8.05354943211035	up			
cds4176	5.12927640103986	2.01807955829232	4.85407511194346	up	OG0002825		
cds4177	6.89779673159059	3.96497436225546	3.53454717038516	up	OG0000734	K01772	hemH; protoporphyrin/coproporphyrin ferrochelatase [EC:4.99.1.1 4.99.1.9]
cds4178	5.49185002950523	3.15183268308611	3.7108519895728	up	OG0004738		
cds4179	3.98777599990561	2.76007108088373	1.59545652572879	nonDEG	OG0000268	K19267	qorB; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]
cds4180	4.46835727995126	1.76007108088373	3.50896449500623	nonDEG	OG0007753		
cds4181	2.77537349948632	3.46983208653205	0.0212705463900357	nonDEG	OG0005758		
cds4182	3.23243113073435	2.11566080643758	3.14068471098413	nonDEG	OG0000567		
cds4183	5.56447534440988	4.64691772657928	2.24179755508298	nonDEG	OG0002521		
cds4185	3.5571148223956	1.56687018236495	2.97532528625166	nonDEG	OG0001994	K07397	yhfA; putative redox protein
cds4186	6.50216271031229	5.49083535237398	1.84510865473175	up	OG0002085	K22318	oleB; 3-alkyl-4-acyloxetan-2-one decarboxylase
cds4187	4.8244418078004	5.03133147795607	0.296781530752452	nonDEG	OG0000290	K06911	uncharacterized protein
cds419	5.49259044281079	3.53404711251285	2.97355329825063	up			
cds4191	6.5447042740002	5.24380811816117	2.08199853842571	up	OG0000292	K00134	GAPDH; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]
cds4192	4.74011065333224	3.28839191445745	2.16999209841717	nonDEG			
cds4194	6.09553254590222	4.3314862534391	2.54829306946773	up	OG0000060	K00344	qor; NADPH2:quinone reductase [EC:1.6.5.5]
cds4195	5.91649093683074	3.81671274803116	2.80206136807161	up	OG0000097	K01066	aes; acetyl esterase [EC:3.1.1.-]
cds4196	4.71110479881972	2.87475746846738	2.97508133651231	nonDEG	OG0002813		
cds4198	3.77753003522013	3.52031548016921	0.938781451009571	nonDEG	OG0002569	K01265	map; methionyl aminopeptidase [EC:3.4.11.18]
cds4203	5.06487814078481	2.13106684217943	4.50809574631744	up	OG0000311		
cds4204	6.44964636108609	2.60304205901347	5.57009400994368	up	OG0000176		
cds4208	3.53096901305129	2.42673774755039	2.01614793285464	nonDEG	OG0005338	K06893	uncharacterized protein
cds421	4.65779967551194	4.66481958677243	0.752570335304265	nonDEG	OG0004110		
cds4213	4.55865152997207	3.28839191445745	1.78331054628424	nonDEG	OG0000150		
cds4214	4.52504965368574	2.06687018236495	3.38058848243924	nonDEG	OG0005338	K06893	uncharacterized protein
cds4215	3.36388508160731	3.3957012794199	0.711560487622835	nonDEG	OG0001617		
cds4216	4.19450278038387	3.81671274803116	1.22506915951938	nonDEG	OG0001607		
cds4218	4.83694814997506	2.01807955829232	3.93643311187734	nonDEG	OG0002846		
cds4219	6.07418250487619	5.60060456079164	1.47053193750978	nonDEG	OG0000176		
cds422	3.89184222274412	4.09340441421706	0.373267856057819	nonDEG	OG0001023	K03814	mtgA; monofunctional glycosyltransferase [EC:2.4.1.129]
cds4220	3.31997448401339	2.42673774755039	1.29776119089473	nonDEG	NA	NA	NA
cds4221	5.33001144685831	4.01170024827155	2.03651049486364	nonDEG	OG0000192	K10679	nfnB; nitroreductase / dihydropteridine reductase [EC:1.-.-.- 1.5.1.34]
cds4222	7.40251944371527	4.8733544151786	3.35498039965899	up	OG0000035		
cds4223	5.90363474951744	2.72783422980863	4.20440506664898	up			
cds4224	5.81553919896773	1.5822762181068	5.33201455367055	up	OG0001617		
cds4226	5.2077719701559	3.70062330715874	2.50472548884829	nonDEG	OG0003133		
cds4227	2.95818570771833	2.85935143272553	1.80845880501581	nonDEG	OG0000290	K06911	uncharacterized protein
cds4229	5.18467907422015	3.99815292010577	2.03825415357269	nonDEG	OG0000335		
cds423	7.80310297684334	6.77498295623603	1.78447755374058	up	OG0000064	K09471	puuB; gamma-glutamylputrescine oxidase [EC:1.4.3.-]
cds4230	7.09609068691091	4.81199202742545	3.55468404766677	up	OG0000567		
cds4231	8.22075508608035	2.01807955829232	7.82030476708763	up	OG0000214	K01999	livK; branched-chain amino acid transport system substrate-binding protein
