	S763_Col	S763_TSB	S763_FC	DEG	OG	KO.id	KO.description
cds730	8.28929364538919	7.5589588905355	1.59359923788397	nonDEG	OG0003709		
cds732	6.23579645084692	4.85062607097337	2.19154005882205	nonDEG			
cds733	7.32988708235878	8.68794007595953	-0.444352535700485	nonDEG	OG0000740	K01000	mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]
cds734	5.07725966233799	2.05673029372376	4.14182504420805	nonDEG			
cds735	4.73217023543926	1.94673707978525	2.19536771389389	nonDEG	OG0000019	K03088	rpoE; RNA polymerase sigma-70 factor, ECF subfamily
cds737	5.01543589722622	7.59614750659753	-3.59472668257429	nonDEG	OG0005122	K16925	ykoE; energy-coupling factor transport system substrate-specific component
cds738	5.40930297883628	7.772498396633	-2.24036994148734	nonDEG	OG0003979	K16786	ecfA1; energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-]
cds739	5.17954593935609	6.90368584918921	-2.47880271230842	nonDEG	OG0001886	K16785	ecfT; energy-coupling factor transport system permease protein
cds74	4.57725966233799	3.73388923280992	0.959124903891858	nonDEG	OG0000014	K14335	pimC; alpha-1,6-mannosyltransferase [EC:2.4.1.-]
cds740	5.08917017710829	8.33719505370069	-2.75223766741232	down	OG0005157	K00790	murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]
cds741	4.82465380293077	4.38031503732466	1.75924750253003	nonDEG	OG0002781	K06048	gshA; glutamate---cysteine ligase / carboxylate-amine ligase [EC:6.3.2.2 6.3.-.-]
cds742	5.57725966233799	4.6294398806564	1.16198731143522	nonDEG	OG0000070	K01758	CTH; cystathionine gamma-lyase [EC:4.4.1.1]
cds744	3.05908311976574	4.98019385479516	-1.75146408604755	nonDEG	OG0005278		
cds745	5.45035040895586	5.97932302044466	0.468309746228266	nonDEG	OG0001658		
cds746	6.67168683823749	6.49846883901469	0.439052108176462	nonDEG	OG0000154	K00826	E2.6.1.42; branched-chain amino acid aminotransferase [EC:2.6.1.42]
cds747	7.54919064186826	8.2008533408517	0.148367004922928	nonDEG	OG0000319	K06131	clsA_B; cardiolipin synthase A/B [EC:2.7.8.-]
cds748	6.90475857937534	7.12923610119606	0.578607205293907	nonDEG	OG0000139	K01657	trpE; anthranilate synthase component I [EC:4.1.3.27]
cds749	8.33168707827298	6.00855724978763	3.19326350967007	up	OG0000390	K01104	E3.1.3.48; protein-tyrosine phosphatase [EC:3.1.3.48]
cds75	6.89081852081046	5.37114134973669	2.27196188669656	up	OG0006855		
cds750	4.45814191174713	2.8083912466923	2.25582904923335	nonDEG	OG0000011	K06075	slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin
cds751	6.12308801004187	2.15364280012226	5.3128927668092	up	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
cds752	5.30762078664581	2.09499869400955	3.86445408524178	up	OG0003923	K07045	uncharacterized protein
cds753	5.15326120906051	4.15503607041489	1.83389421766395	nonDEG	OG0000049	K00253	IVD; isovaleryl-CoA dehydrogenase [EC:1.3.8.4]
cds755	4.52833090706035	3.76380745039603	1.99490047181284	nonDEG	OG0000030	K01897	ACSL; long-chain acyl-CoA synthetase [EC:6.2.1.3]
cds756	4.42984561255162	6.53864146324642	-0.391568350241578	nonDEG	OG0000047	K05834	rhtB; homoserine/homoserine lactone efflux protein
cds757	5.25407813964534	3.31235759286945	2.71020874885976	nonDEG	OG0001148		
cds758	5.69583102057008	3.86897472563867	2.56114795053233	nonDEG	OG0000399	K00568	ubiG; 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]
cds759	5.56424752552546	5.77784155301285	0.60727746246453	nonDEG	OG0000011	K06075	slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin
cds76	7.07366356210107	5.21538553038623	2.82108198224266	up	OG0005446		
cds760	8.10320569987737	7.93535688747595	0.304869628917269	nonDEG	OG0000209	K07003	uncharacterized protein
cds761	5.35156437012632	4.37520448607267	1.08162506559527	nonDEG			
cds762	12.6476473127655	12.4451607115542	0.969143985973552	nonDEG	OG0000348	K04043	dnaK; molecular chaperone DnaK
cds763	6.88842247590366	7.88006983671489	-0.0626177057144253	nonDEG	OG0000755	K03687	GRPE; molecular chaperone GrpE
cds764	9.30790970125165	8.21673513312427	1.91157655345452	up	OG0000672	K05516	cbpA; curved DNA-binding protein
cds765	3.59458343863493	2.89755135031396	0.0541655146787376	nonDEG	OG0000050	K19591	cueR; MerR family transcriptional regulator, copper efflux regulator
cds768	7.15148125477685	7.54293032894834	0.604126528057518	nonDEG	OG0000879		
cds769	8.00345036861451	6.39037603915679	2.41823303938423	up	OG0002379		
cds77	5.62372462823822	5.49066486560997	0.268276482057736	nonDEG	OG0003633		
cds770	5.7668083845992	6.47231058814533	0.300034703526658	nonDEG	OG0001022	K03439	trmB; tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33]
cds771	5.64095411997914	5.81176245839648	0.649392516295828	nonDEG	OG0000878	K03449	MFS.CP; MFS transporter, CP family, cyanate transporter
cds772	5.1827080535873	6.33948703514966	-1.06486812562646	nonDEG	OG0000017	K03762	proP; MFS transporter, MHS family, proline/betaine transporter
cds773	4.65326120906051	6.4787614980346	-1.85506902234506	nonDEG	OG0000219	K01451	hipO; hippurate hydrolase [EC:3.5.1.32]
cds774	6.4537132313556	3.59554339971697	2.72903086927008	nonDEG			
cds775	4.12372462823822	4.45748630775966	-0.103773758347035	nonDEG	OG0003068		
cds776	7.60356370201034	7.97939201583172	0.332431391386071	nonDEG	OG0005129		
cds777	7.12500309894538	5.97364696027245	1.9573931667694	up	OG0000257	K01069	gloB; hydroxyacylglutathione hydrolase [EC:3.1.2.6]
cds778	7.03850247929327	4.69395447579095	3.21245672074472	up	OG0000044	K19265	gpr; L-glyceraldehyde 3-phosphate reductase [EC:1.1.1.-]
cds779	5.10014171793254	4.08617713825054	2.41262457986191	nonDEG	OG0000165	K11741	sugE; quaternary ammonium compound-resistance protein SugE
cds781	5.48648727969906	5.58048509060771	0.79697259820905	nonDEG	OG0001570	K09975	uncharacterized protein
cds782	6.70120599468057	6.11430394940386	0.883037086621378	nonDEG	OG0001000	K01817	trpF; phosphoribosylanthranilate isomerase [EC:5.3.1.24]
cds783	4.76043877694997	4.35006868518666	2.09836883954185	nonDEG	OG0000311		
cds784	4.86077995869994	5.22389814410208	-0.249018626161371	nonDEG	OG0005584		
cds785	6.91358264982907	5.22436708450683	2.59866842527465	up	OG0000522		
cds786	5.30141556059003	4.87748642300771	1.37898336626588	nonDEG	OG0003950		
cds787	5.91651153352229	2.29970164280311	2.64999035904577	nonDEG	NA	NA	NA
cds788	5.6356402720228	3.34553615071975	3.14179963674633	up	OG0001647		
cds789	6.00167696717275	3.25258302638793	3.21178074402736	up	OG0001396	K02020	modA; molybdate transport system substrate-binding protein
cds790	3.27265534374757	3.97589136020203	-1.47096484435695	nonDEG	OG0000272	K02018	modB; molybdate transport system permease protein
cds791	5.65527150170732	5.63027190673491	1.5170176406299	nonDEG	OG0006268	K02017	modC; molybdate transport system ATP-binding protein [EC:3.6.3.29]
cds792	5.50319510617434	4.57241322974005	2.19012218988737	nonDEG	OG0001754		
cds793	5.17453072550563	5.52164213337924	1.45306354707303	nonDEG	OG0001310		
cds795	3.71595949659307	6.50420400848096	-2.82118265822286	nonDEG	OG0001969		
cds796	5.278724937635	5.1057743307382	-2.07433452756178	nonDEG	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
cds797	6.35397546589166	7.07615093562286	-1.20917601456335	nonDEG	OG0000080		
cds798	8.82415221430298	6.75351660391959	0.710402565913586	nonDEG	OG0000013	K02529	lacI; LacI family transcriptional regulator
cds799	9.67808852663488	7.73784826272677	2.73888089025956	up	OG0000118	K03695	clpB; ATP-dependent Clp protease ATP-binding subunit ClpB
cds8	7.16388688716178	8.12436110450419	0.133681085958705	nonDEG	OG0000302	K03218	rlmB; 23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185]
cds80	3.90930297883628	4.30130197155771	0.281699211940362	nonDEG	OG0004384	K22342	dmmA; dimethylamine monooxygenase subunit A [EC:1.14.13.238]
cds800	5.65286581784151	2.58489103824729	2.70035659368164	nonDEG			
cds801	4.67550081060703	5.90723587472195	-0.373384722982696	nonDEG			
cds802	7.64809378119078	7.79962785374035	0.674419717488738	nonDEG	OG0006169		
cds803	7.15085884765868	5.30567561213553	2.64142083868645	up			
cds804	8.64468345195595	9.04953746582592	0.420523683821446	nonDEG	OG0000786	K01933	purM; phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1]
cds805	9.01536701906687	9.90051343430002	-0.107237256655684	nonDEG	OG0000794	K00764	purF; amidophosphoribosyltransferase [EC:2.4.2.14]
cds806	5.39146704231113	3.78676140311096	2.11991702612197	nonDEG			
cds809	8.33948097703436	5.26285949031348	3.86265915126528	up	OG0000593	K03564	BCP; peroxiredoxin Q/BCP [EC:1.11.1.15]
cds810	6.82866252531975	5.35074489576955	1.62335989915501	nonDEG	OG0000878	K03449	MFS.CP; MFS transporter, CP family, cyanate transporter
cds811	5.58672433751633	5.289832822108	0.495347407179536	nonDEG	OG0000400	K01816	hyi; hydroxypyruvate isomerase [EC:5.3.1.22]
cds812	7.53338320643813	5.59898346147161	2.81302977783303	up	OG0002725		
cds813	4.97309506188866	4.15272959910162	0.140502025070938	nonDEG	OG0005702		
cds814	4.90015664620033	4.66058358445396	1.06327847418379	nonDEG	OG0007715		
cds815	7.51692566861438	6.26157247389722	2.04966198660676	up			
cds816	6.14903766477321	3.57019198631305	2.82605009723824	nonDEG			
cds817	7.19276602286901	4.60247916606391	3.42831610883093	up	OG0000012	K01055	pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]
cds818	6.83461865281855	6.7195441461789	0.935589274087247	nonDEG	OG0000535	K12972	ghrA; glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]
cds820	5.36563058657083	5.99066707612877	0.266064300398851	nonDEG			
cds821	5.66584112161644	3.21585538713778	3.2609208247466	up	OG0000017	K03762	proP; MFS transporter, MHS family, proline/betaine transporter
cds822	5.42227225371826	4.52834835895176	1.81242636331011	nonDEG	OG0000699	K00101	lldD; L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]
cds824	4.39597462264564	3.90215328348897	0.493969183372221	nonDEG	OG0000111	K16165	nagK; fumarylpyruvate hydrolase [EC:3.7.1.20]
cds825	7.3565679160889	4.16135580971016	4.00878494086485	up	OG0000383	K08234	yaeR; glyoxylase I family protein
cds826	7.42855240022931	7.51576640182545	0.724277780704763	nonDEG	OG0001298	K09781	uncharacterized protein
cds829	6.16903023401831	4.99173596916504	2.0633306802279	nonDEG	OG0000021	K06147	ABCB-BAC; ATP-binding cassette, subfamily B, bacterial
cds83	4.85761784446872	2.21585538713778	1.01133487660912	nonDEG	OG0002619		
cds830	5.97309506188866	4.1366889492289	1.04274206830133	nonDEG	OG0000021	K06147	ABCB-BAC; ATP-binding cassette, subfamily B, bacterial
cds831	4.64720773471811	5.08270936071286	-0.493221349419957	nonDEG	OG0003628		
cds833	4.46665360911617	5.67129612521972	0.225856601323351	nonDEG			
cds834	8.86108065717562	8.93926636331728	0.729264546564943	nonDEG			
cds835	4.75524183115512	6.84352131537698	-1.82901442283713	nonDEG			
cds836	4.89878461004292	5.19836624717307	0.595115857399101	nonDEG			
cds837	6.67104007330011	5.8575694871927	1.545819561765	nonDEG	OG0000123	K02226	cobC; alpha-ribazole phosphatase [EC:3.1.3.73]
cds838	7.77532008196825	5.84202848696317	2.73735350128149	up	OG0004676	K03405	chlI; magnesium chelatase subunit I [EC:6.6.1.1]
cds839	5.37998682720145	4.51815225234062	1.47441310346046	nonDEG	OG0004677		
cds84	5.99441165930564	6.71978764274151	0.370329226601197	nonDEG	OG0000052	K05799	pdhR; GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex
cds840	5.91024016306654	9.30509437203866	-2.34929706065099	down	OG0007175		
cds841	6.55805756260982	0.890095412637812	4.45314257692354	nonDEG	OG0002903	K17218	sqr; sulfide:quinone oxidoreductase [EC:1.8.5.4]
cds842	5.08917017710829	4.51316482948809	1.5907670735473	nonDEG			
cds843	3.85156437012632	3.4838819838127	1.37998813732411	nonDEG			
cds844	4.88992114830323	3.05673029372376	2.50081242943543	nonDEG	OG0003636		
cds845	4.30500966793058	3.78090385996164	1.20260021858019	nonDEG	OG0001585		
cds846	4.27265534374757	3.47170669180433	0.0827652818298131	nonDEG	OG0000012	K01055	pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]
cds847	3.46276058079454	5.29664878830877	-1.41832041818744	nonDEG	OG0003108		
cds848	4.60349337228506	5.24433566835949	0.113193322529574	nonDEG	OG0000690	K03522	fixB; electron transfer flavoprotein alpha subunit
cds849	6.87456950943233	6.63792158317243	1.07854147642243	nonDEG	OG0000994	K03521	fixA; electron transfer flavoprotein beta subunit
cds85	4.38401110463498	6.98959319164361	-0.835454989814535	nonDEG	OG0004553		
cds850	6.66584112161644	5.53197779766601	1.91863045570086	nonDEG	OG0000145	K08225	entS; MFS transporter, ENTS family, enterobactin (siderophore) exporter
cds851	7.24800769384002	5.74115517311213	2.2849256081637	up	OG0000145	K08225	entS; MFS transporter, ENTS family, enterobactin (siderophore) exporter
cds852	3.27265534374757	4.0553804216002	-1.41183740768436	nonDEG	OG0003135		
cds853	6.19201986547035	6.23378759359261	0.79392564518877	nonDEG			
cds854	5.68777704111206	2.35420122023073	3.04925101255803	nonDEG	OG0001902	K07260	vanY; zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]
cds858	6.03618127495918	3.26483901079048	3.09308388254525	nonDEG	OG0000704	K06350	kipA; antagonist of KipI
cds859	7.10915270416487	4.93233113464689	2.68741557547173	nonDEG	OG0004344		
cds86	4.01252841757	5.19451655618073	-0.802415220931395	nonDEG	OG0000537		
cds860	7.21150172464677	4.07806582749838	1.9884814582547	nonDEG	OG0000102	K01961	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]
cds861	5.09514414644071	4.66535010724409	3.03274278525674	nonDEG	OG0000415	K02160	accB; acetyl-CoA carboxylase biotin carboxyl carrier protein
cds862	7.59774235984028	4.84746130824043	2.98867638816505	up	OG0000416	K07160	UPF0271 protein
cds863	5.79621729980458	4.63660339474186	0.404816406088691	nonDEG	OG0000457	K02647	cdaR; carbohydrate diacid regulator
cds864	2.68416588011801	5.80529611727842	-1.85581472896414	nonDEG	OG0000013	K02529	lacI; LacI family transcriptional regulator
cds866	8.41493015160826	2.71398715076849	4.50168059008171	up	OG0000201	K22278	pdgA; peptidoglycan-N-acetylglucosamine deacetylase [EC:3.5.1.104]
cds867	5.85097091672904	3.85148558567396	2.69633058770373	nonDEG	OG0004321		
cds868	4.16743899067127	3.18481891900729	-0.182393249303144	nonDEG	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
cds869	5.7137689095412	2.72675065190823	4.90019823671553	nonDEG	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
cds87	4.97309506188866	3.1366889492289	1.09695628003049	nonDEG			
cds871	4.65312941198751	4.99951347044191	0.594049179478888	nonDEG	OG0007441	K05995	pepE; dipeptidase E [EC:3.4.13.21]
cds872	7.96614055554922	9.34862557910523	-0.607228523047778	nonDEG			
cds874	4.64404562048689	4.14780848154438	0.539942697259847	nonDEG	OG0001677	K11939	rhtA; inner membrane transporter RhtA
cds875	3.47168923991291	5.17208875050621	-0.772123270229336	nonDEG	OG0005432	K01714	dapA; 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]
cds876	6.46602043147768	6.32018571038357	1.16863567591597	nonDEG	OG0000519		
cds877	6.29445078164333	6.84472938650529	0.462427661554771	nonDEG	OG0000002	K21023	mucR; diguanylate cyclase [EC:2.7.7.65]
cds878	4.82465380293077	4.42817865520095	1.37532195274723	nonDEG			
cds88	8.74597009724818	7.53683076093857	2.00689943826944	up			
cds880	7.34633333360849	6.9115824873052	1.24309171828551	nonDEG			
cds881	6.62209294385702	4.37751095738593	2.99805378810045	up			
cds882	4.27670173967253	4.00888949152477	1.93908388299924	nonDEG	OG0000048	K03892	arsR; ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor
cds883	5.53618127495918	2.8083912466923	2.98010993969269	nonDEG	OG0000522		
cds884	3.85761784446872	3.72404114093858	-0.628711403832523	nonDEG	OG0001940	K05770	TSPO; translocator protein
cds885	7.47475809489732	5.65215798849243	2.67937941128921	up	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
cds886	8.34658721747552	8.39206380516262	0.756925350548909	nonDEG	OG0000030	K01897	ACSL; long-chain acyl-CoA synthetase [EC:6.2.1.3]
cds887	5.6356402720228	5.92315654933091	0.882689427370764	nonDEG	OG0000257	K01069	gloB; hydroxyacylglutathione hydrolase [EC:3.1.2.6]
cds888	5.59734572606135	4.60071439950741	1.8411061702273	nonDEG	OG0002073	K00694	bcsA; cellulose synthase (UDP-forming) [EC:2.4.1.12]
cds889	5.89878461004292	4.91985706230883	1.53857862673295	nonDEG			
cds89	8.6531391957899	8.26449943574462	1.20097455426051	nonDEG	OG0000876	K03724	lhr; ATP-dependent helicase Lhr and Lhr-like helicase [EC:3.6.4.-]
cds890	8.48695667783	5.9249565452451	3.35152325409531	up	OG0000353	K06988	fno; 8-hydroxy-5-deazaflavin:NADPH oxidoreductase [EC:1.5.1.40]
cds891	3.85761784446872	3.15921371999035	0.0771904807302536	nonDEG			
cds892	5.01252841757	5.80081788785894	-0.408078089822084	nonDEG	OG0000590	K03316	TC.CPA1; monovalent cation:H+ antiporter, CPA1 family
cds893	6.15572762538708	3.65649808543357	3.13829699959531	up	OG0000991	K05794	terC; tellurite resistance protein TerC
cds894	7.33801689692494	2.14172458002564	5.88320730643217	up	OG0000465	K03320	amt; ammonium transporter, Amt family
cds895	6.65489732412731	4.9745635222292	2.47216739567252	up	OG0000096	K14645	serine protease [EC:3.4.21.-]
cds896	5.52058285719115	3.54052365096014	0.945724564731853	nonDEG	OG0002848		
cds897	5.76249536603004	5.20173266104874	1.53480774463029	nonDEG			
cds898	6.9796158191739	1.0850829128782	6.49298283992713	up	OG0000633	K05520	pfpI; protease I [EC:3.5.1.124]
cds899	6.78368374228919	4.84636959756281	2.7003971797702	up	OG0001234	K04750	phnB; PhnB protein
cds9	8.26350357002036	9.21087916964501	-0.00645063336586802	nonDEG	OG0001006	K01883	CARS; cysteinyl-tRNA synthetase [EC:6.1.1.16]
cds90	6.05192848292201	5.47317572564525	1.39980370789585	nonDEG	OG0004178	K05522	nei; endonuclease VIII [EC:3.2.2.- 4.2.99.18]
cds900	8.81869682059802	6.98103274782515	2.78068020782187	up			
cds902	7.43428650369344	6.53668302766173	1.75800108079862	up	OG0000012	K01055	pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]
cds903	6.70593919952234	5.57185887999917	1.90733978565578	nonDEG	OG0003931		
cds904	5.10731943844908	5.74162003380272	0.206250238690503	nonDEG	OG0003633		
cds905	5.8411973921723	3.7190404198255	2.72511208091645	nonDEG	OG0002615	K01531	mgtA; Mg2+-importing ATPase [EC:3.6.3.2]
cds906	4.44258034518988	2.43321428599768	1.08320358493685	nonDEG			
cds907	5.55908311976574	1.55673029372376	4.62774450914488	nonDEG			
cds91	6.11963695762188	4.79333875815236	1.57701958169526	nonDEG	OG0003602	K07149	uncharacterized protein
