	D36E_col_1	D36E_col_2	D36E_col_3	D36E_vitro_1	D36E_vitro_2	D36E_vitro_3
PSPTO_4854-hypothetical protein 	5	0	15	23	20	25
PSPTO_4855-membrane protein 	1	16	39	85	39	56
PSPTO_4856-TPR domain-containing protein 	17	35	111	274	213	219
PSPTO_4857-hypothetical protein 	24	30	129	243	277	301
PSPTO_4858-thiol:disulfide interchange protein DsbD 	11	52	190	430	405	484
PSPTO_4859-3-dehydroquinate dehydratase 	11	57	216	500	441	524
"PSPTO_4860-acetyl-CoA carboxylase, biotin carboxyl carrier protein "	25	46	103	490	170	233
"PSPTO_4861-acetyl-CoA carboxylase, biotin carboxylase "	13	34	122	529	483	406
PSPTO_4862-ribosomal protein L11 methyltransferase 	39	74	271	659	561	789
PSPTO_4863-hypothetical protein 	1	3	30	427	391	484
PSPTO_4864-hypothetical protein 	8	6	136	685	593	662
PSPTO_4865-global DNA-binding transcriptional dual regulator Fis 	4	2	4	36	51	18
PSPTO_4866-phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase 	45	45	358	874	720	763
PSPTO_4867-phosphoribosylamine--glycine ligase 	12	11	86	181	145	141
PSPTO_4868-sensor histidine kinase/response regulator RetS 	46	78	307	2121	2478	2765
"PSPTO_4869-membrane protein, MarC family "	2	9	14	74	88	85
PSPTO_4870-hypothetical protein 	1	0	3	6	11	2
PSPTO_4871-hypothetical protein 	0	5	4	9	7	15
PSPTO_4872-hypothetical protein 	0	0	8	17	13	9
PSPTO_4873-hypothetical protein 	3	0	26	20	17	39
PSPTO_4874-CbiG protein/precorrin-3B C17-methyltransferase 	3	10	32	309	300	294
PSPTO_4875-precorrin-2 C(20)-methyltransferase 	1	3	19	119	84	92
PSPTO_4876-precorrin-8X methylmutase 	1	7	33	128	95	89
PSPTO_4877-cobalamin biosynthesis protein CobG 	6	9	83	355	370	250
"PSPTO_4878-precorrin-6Y C5,15-methyltransferase "	2	17	37	95	136	109
PSPTO_4879-cobalamin biosynthesis protein CbiD 	1	0	25	46	56	72
PSPTO_4880-cobalt-precorrin-6x reductase 	5	0	26	141	136	130
PSPTO_4881-hypothetical protein 	0	8	13	96	55	89
PSPTO_4882-hypothetical protein 	6	10	63	327	190	277
PSPTO_4883-membrane protein 	7	33	107	384	237	224
PSPTO_4884-hypothetical protein 	5	15	46	188	215	242
PSPTO_4885-branched-chain amino acid ABC transporter substrate-binding protein 	50	143	307	32	29	47
PSPTO_4886-branched-chain amino acid ABC transporter permease 	8	15	69	34	17	13
PSPTO_4887-branched-chain amino acid ABC transporter permease 	12	14	51	21	28	15
PSPTO_4888-branched-chain amino acid ABC transporter ATP-binding protein 	5	5	54	11	17	7
PSPTO_4889-branched-chain amino acid ABC transporter ATP-binding protein 	4	8	26	40	57	47
PSPTO_4890-urease accessory protein UreD 	1	13	45	100	107	116
PSPTO_4891-urease subunit gamma 	11	18	64	88	83	80
PSPTO_4892-phosphinothricin N-acetyltransferase 	12	5	50	77	28	74
PSPTO_4893-tabtoxin resistance protein 	5	17	102	48	63	130
PSPTO_4894-urease subunit beta 	1	5	58	38	70	52
PSPTO_4895-urease subunit alpha 	68	229	545	452	289	449
PSPTO_4896-sensor histidine kinase 	16	45	171	790	796	829
PSPTO_4897-curved-DNA-binding protein 	1	3	33	182	287	292
PSPTO_4898-heat shock protein YegD 	15	25	66	219	140	170
PSPTO_4899-membrane protein 	3	4	39	122	103	132
PSPTO_4900-phosphate starvation-inducible protein PsiF 	15	40	103	44	36	44
PSPTO_4901-membrane protein 	5	2	17	72	107	93
PSPTO_4902-hypothetical protein 	5	27	46	33	38	29
PSPTO_4903-DNA-binding transcriptional activator OsmE 	79	181	992	1020	1184	1072
"PSPTO_4905-ISPsy11, transposase OrfA "	6	13	26	66	30	60
PSPTO_4906-bacterioferritin 	191	366	1556	520	237	394
PSPTO_4907-hypothetical protein 	45	150	437	316	391	483
PSPTO_4908-TetR family transcriptional regulator 	27	75	299	856	767	889
PSPTO_4909-urease accessory protein UreE 	13	11	97	19	25	35
PSPTO_4910-urease accessory protein UreF 	17	32	108	86	91	99
PSPTO_4911-urease accessory protein UreG 	18	43	80	46	50	44
PSPTO_4912-urease accessory protein 	2	10	86	21	25	31
PSPTO_4913-hypothetical protein 	49	110	456	825	800	1124
PSPTO_4914-short chain dehydrogenase/reductase family oxidoreductase 	24	62	288	365	547	533
PSPTO_4915-high affinity branched-chain amino acid ABC transporter ATP-binding protein 	5	6	17	194	116	138
PSPTO_4916-high affinity branched-chain amino acid ABC transporter ATP-binding protein 	0	8	17	103	77	81
"PSPTO_4917-high-affinity branched-chain amino acid ABC transporter, permease protein BraE "	1	3	16	171	89	142
"PSPTO_4918-high-affinity branched-chain amino acid ABC transporter, permease protein BraD "	8	2	49	137	72	89
PSPTO_4919-high affinity branched-chain amino acid ABC transporter periplasmic amino acid-binding protein 	24	18	50	234	80	103
PSPTO_4920-LysR family transcriptional regulator 	8	20	67	134	188	266
PSPTO_4921-nicotinate phosphoribosyltransferase 	45	117	253	391	393	507
PSPTO_4922-NH(3)-dependent NAD(+) synthetase 	40	83	286	147	115	143
PSPTO_4923-azurin 	32	90	233	740	664	939
PSPTO_4924-transglutaminase-like domain protein 	0	7	22	37	24	45
PSPTO_4925-hypothetical protein 	14	19	159	199	189	188
PSPTO_4926-transglutaminase-like superfamily domain protein 	79	205	517	320	334	391
PSPTO_4927-hypothetical protein 	6	0	33	108	120	129
PSPTO_4928-hypothetical protein 	42	72	361	655	501	709
PSPTO_4929-replicative DNA helicase 	26	37	215	410	428	476
PSPTO_4930-50S ribosomal protein L9 	43	73	250	772	643	540
PSPTO_4931-membrane protein 	28	49	112	589	242	154
PSPTO_4932-30S ribosomal protein S18 	7	32	67	162	82	80
PSPTO_4933-30S ribosomal protein S6 	92	149	934	3294	2380	2143
PSPTO_4934-TrmH family RNA methyltransferase 	9	5	138	121	144	185
PSPTO_4935-ribonuclease R 	291	622	2532	1307	1257	1786
PSPTO_4936-ribonuclease R 	11	46	133	190	302	289
PSPTO_4937-adenylosuccinate synthetase 	16	14	82	644	425	417
PSPTO_4938-ATP phosphoribosyltransferase regulatory subunit 	3	14	74	297	204	286
PSPTO_4939-hflC protein 	7	19	122	372	315	305
PSPTO_4940-hflK protein 	17	34	101	997	322	387
PSPTO_4941-GTP-binding protein HflX 	64	148	622	3482	3340	3847
PSPTO_4942-hfq protein 	235	483	1685	4353	3811	5778
PSPTO_4943-tRNA delta(2)-isopentenylpyrophosphate transferase 	18	20	113	491	472	559
PSPTO_4944-DNA mismatch repair protein MutL 	31	64	366	1204	1282	1386
PSPTO_4945-N-acetylmuramoyl-L-alanine amidase family protein 	34	67	356	751	768	776
PSPTO_4946-hypothetical protein 	0	0	15	7	13	17
PSPTO_4947-hypothetical protein 	8	36	62	84	115	96
PSPTO_4948-iron-sulfur cluster-binding protein 	10	37	63	126	106	149
PSPTO_4949-membrane protein 	0	6	21	105	160	90
PSPTO_4950-oligoribonuclease 	40	119	408	825	508	792
PSPTO_4951-hypothetical protein 	12	48	225	254	184	189
PSPTO_4952-flagellar motor protein MotB 	22	26	112	214	293	273
PSPTO_4953-flagellar motor protein MotA 	36	89	293	508	460	508
PSPTO_4954-hypothetical protein 	18	77	206	421	328	550
PSPTO_4955-bifunctional thiosulfate sulfurtransferase/phosphatidylserine decarboxylase 	54	88	394	587	371	472
PSPTO_4956-hypothetical protein 	100	251	943	1403	1710	2220
PSPTO_4957-ACT domain protein/phosphoserine phosphatase SerB 	7	35	82	205	136	219
PSPTO_4958-HAMP domain protein 	31	48	246	1133	1093	1264
PSPTO_4959-lipoprotein 	26	120	387	1476	1362	1674
PSPTO_4960-DNA topoisomerase IV subunit A 	11	16	94	357	297	368
PSPTO_4961-hypothetical protein 	2	6	11	100	116	150
PSPTO_4962-hypothetical protein 	7	6	62	253	240	270
PSPTO_4963-DNA topoisomerase IV subunit B 	28	47	169	436	329	400
PSPTO_4964-hypothetical protein 	70	102	341	255	232	280
PSPTO_4965-Ser/Thr protein phosphatase 	6	1	26	98	99	106
PSPTO_4966-hypothetical protein 	9	29	43	102	78	100
PSPTO_4967-hypothetical protein 	0	0	4	19	4	3
PSPTO_4968-hypothetical protein 	2	0	0	2	6	11
PSPTO_4969-hypothetical protein 	11	15	61	129	152	287
PSPTO_4970-YD repeat protein 	15	18	85	375	276	396
"PSPTO_4971-ISPssy, transposase "	1	0	23	40	25	77
PSPTO_4972-hypothetical protein 	18	33	109	165	146	196
PSPTO_4973-mutT/nudix family protein 	22	77	181	360	316	420
PSPTO_4974-lipoprotein 	26	33	233	920	547	780
PSPTO_4975-cytosine/purines uracil thiamine allantoin permease 	0	4	21	92	126	181
PSPTO_4976-thiamin biosynthesis protein ThiC 	49	107	293	621	289	402
PSPTO_4977-thiamin biosynthesis protein ThiC 	68	99	366	1101	706	929
PSPTO_4978-thiamin biosynthesis protein ThiC 	25	65	236	312	270	348
PSPTO_4979-thiamin biosynthesis protein ThiC 	0	10	68	88	61	61
PSPTO_4980-thiamin biosynthesis protein ThiC 	80	243	756	653	739	758
PSPTO_4981-thiamin biosynthesis protein ThiC 	17	43	132	234	232	239
PSPTO_4982-thiamin biosynthesis protein ThiC 	18	68	189	230	185	224
PSPTO_4983-thiamin biosynthesis protein ThiC 	20	56	253	217	230	283
"PSPTO_4984-lipid A ABC transporter, ATP-binding/permease protein "	17	33	233	837	809	1057
PSPTO_4985-toluene tolerance protein 	7	10	111	188	103	202
PSPTO_4986-membrane protein 	7	9	36	207	96	111
PSPTO_4987-hypothetical protein 	6	6	19	204	145	151
PSPTO_4988-hypothetical protein 	21	17	109	576	465	702
PSPTO_4989-hypothetical protein 	8	11	79	478	576	623
PSPTO_4990-hypothetical protein 	0	6	20	207	212	251
PSPTO_4991-glycoside hydrolase family protein 	2	18	37	135	143	182
PSPTO_4992-carbamoyltransferase family protein 	51	168	646	936	685	890
PSPTO_4993-hypothetical protein 	5	1	21	23	42	36
"PSPTO_4994-ISPsy5, transposase "	2	1	9	7	9	26
"PSPTO_4995-ISPsy5, Orf1 "	0	0	0	0	0	0
PSPTO_4996-hypothetical protein 	2	3	60	173	191	194
PSPTO_4997-hypothetical protein 	5	3	30	236	271	308
PSPTO_4998-lipopolysaccharide biosynthesis protein 	3	11	21	112	139	135
PSPTO_4999-lipopolysaccharide core biosynthesis protein 	4	21	42	296	359	396
PSPTO_5000-lipopolysaccharide core biosynthesis protein WaaP 	6	3	11	176	211	213
PSPTO_5001-lipopolysaccharide core biosynthesis protein WaaG 	4	9	16	103	66	80
PSPTO_5002-lipopolysaccharide heptosyltransferase 	3	3	32	136	152	164
PSPTO_5003-ADP-heptose--LPS heptosyltransferase II 	3	4	84	122	116	126
PSPTO_5004-glutamate-ammonia-ligase adenylyltransferase 	23	56	138	642	711	999
"PSPTO_5005-pyruvate dehydrogenase, E1 component "	249	581	1917	6401	4752	7766
"PSPTO_5006-pyruvate dehydrogenase complex, E2 component, dihydrolipoamide acetyltransferase "	58	120	638	1354	881	994
PSPTO_5007-ATP-independent RNA helicase DbpA 	29	83	258	422	275	309
PSPTO_5008-hypothetical protein 	6	8	81	483	497	543
PSPTO_5009-membrane protein 	23	29	158	463	449	409
"PSPTO_5010-amino acid ABC transporter, periplasmic amino acid-binding protein "	0	24	67	46	30	41
PSPTO_5011-GNAT family acetyltransferase 	32	71	277	495	436	540
PSPTO_5012-hypothetical protein 	5	9	73	94	108	108
PSPTO_5013-hypothetical protein 	22	64	241	301	366	273
PSPTO_5014-response regulator/sensory box/GGDEF domain/EAL domain protein 	29	56	223	176	171	224
PSPTO_5015-lyase 	35	77	308	953	461	792
PSPTO_5016-proline permease 	7	5	80	1516	1322	1456
PSPTO_5017-bifunctional putA protein 	65	154	449	3334	2844	4392
"PSPTO_5018-ISPsy9, transposase OrfB "	2	5	40	85	142	146
"PSPTO_5019-ISPsy9, transposase OrfA "	0	5	27	27	30	37
PSPTO_5020-acyl-CoA dehydrogenase family protein 	27	74	226	191	225	270
PSPTO_5021-hypothetical protein 	8	22	77	111	137	173
PSPTO_5022-hypothetical protein 	1	12	52	121	107	113
PSPTO_5023-sodium/hydrogen exchanger family protein 	15	14	81	388	440	435
PSPTO_5024-hypothetical protein 	122	297	1412	2615	2475	3559
PSPTO_5025-hypothetical protein 	13	30	70	87	47	93
PSPTO_5026-hypothetical protein 	0	0	9	0	1	0
PSPTO_5027-GntR family transcriptional regulator 	18	14	42	104	108	99
PSPTO_5028-hypothetical protein 	4	28	97	233	220	215
PSPTO_5029-hypothetical protein 	1	7	8	41	54	50
PSPTO_5030-sensor histidine kinase/response regulator 	16	51	264	1042	981	1119
PSPTO_5031-type IV pilus biogenesis protein PilJ 	36	57	242	680	535	791
PSPTO_5032-type IV pilus protein PilI 	0	11	26	22	15	21
PSPTO_5033-type IV pilus response regulator PilH 	2	2	33	38	21	59
PSPTO_5034-type IV pilus response regulator PilG 	169	369	1194	1825	2446	2980
PSPTO_5035-glutathione synthetase 	47	116	435	470	507	668
PSPTO_5036-tonB domain protein 	32	87	327	480	309	482
PSPTO_5037-hypothetical protein 	46	139	773	975	1113	1162
PSPTO_5038-hypothetical protein 	37	126	303	685	637	881
PSPTO_5039-pyrimidine operon regulatory protein PyrR 	32	64	127	371	230	377
PSPTO_5040-aspartate carbamoyltransferase 	40	102	259	522	354	578
"PSPTO_5041-dihydroorotase, multifunctional complex type "	25	32	102	419	439	460
PSPTO_5043-hypothetical protein 	35	79	313	923	609	629
PSPTO_5044-NLP/P60 family protein 	20	20	159	153	114	188
PSPTO_5045-twitching motility protein 	12	36	112	196	155	207
PSPTO_5046-hypothetical protein 	13	16	80	278	175	218
PSPTO_5047-pyrroline-5-carboxylate reductase 	28	41	136	442	298	372
PSPTO_5048-hypothetical protein 	2	25	60	451	266	353
PSPTO_5049-homoserine O-acetyltransferase 	15	33	130	490	410	527
PSPTO_5050-metW protein 	67	79	314	1379	1508	2052
PSPTO_5051-Ham1 protein 	4	17	82	365	424	465
PSPTO_5052-HemN family oxidoreductase 	45	44	245	272	202	406
PSPTO_5053-hypothetical protein 	12	0	48	183	243	262
PSPTO_5054-hypothetical protein 	7	18	31	85	66	105
PSPTO_5055-hypothetical protein 	4	21	75	41	37	53
PSPTO_5057-dihydroxy-acid dehydratase 	64	220	574	1227	939	1344
PSPTO_5058-class I and II aminotransferase 	76	219	581	794	608	758
PSPTO_5059-hypothetical protein 	0	0	0	1	1	4
"PSPTO_5060-oxidoreductase, acting on the CH-OH group of donors, NAD or NADP as acceptor "	3	27	117	46	57	37
PSPTO_5061-HopAN1 protein 	12	24	45	7	20	10
PSPTO_5062-putative aldolase 	0	0	5	6	4	10
PSPTO_5063-gluconate transporter family protein 	4	12	40	50	69	70
PSPTO_5064-hydroxypyruvate isomerase 	14	13	31	36	35	29
"PSPTO_5065-ISPsy8, transposase OrfA "	0	2	5	4	2	0
"PSPTO_5066-ISPsy8, transposase OrfB "	1	0	15	25	43	27
PSPTO_5067-4-hydroxybenzoyl-CoA thioesterase 	80	231	569	243	187	277
PSPTO_5068-adenosylhomocysteinase 	74	132	367	1648	1140	1227
"PSPTO_5069-5,10-methylenetetrahydrofolate reductase "	11	17	110	513	364	458
PSPTO_5070-ATP-dependent RNA helicase rhlE 	59	88	520	1226	848	959
PSPTO_5071-hypothetical protein 	109	154	467	7287	4215	5088
PSPTO_5072-cytochrome b561 	9	33	63	446	109	165
PSPTO_5073-hypothetical protein 	2	0	0	14	12	4
"PSPTO_5074-amine oxidase, flavin-containing protein "	18	19	109	338	215	317
PSPTO_5075-adenosylmethionine--8-amino-7-oxononanoate transaminase 	13	28	130	455	297	332
PSPTO_5076-16S ribosomal RNA methyltransferase RsmE 	0	9	30	117	133	116
PSPTO_5077-hemolysin III 	2	19	57	64	79	116
PSPTO_5078-malonate utilization transcriptional regulator 	15	38	70	102	93	118
PSPTO_5079-malonate transporter subunit MadM 	4	1	7	0	15	7
PSPTO_5080-malonate transporter subunit MadL 	3	9	26	2	5	4
PSPTO_5081-malonyl CoA-acyl carrier protein transacylase 	8	9	27	4	20	6
PSPTO_5082-phosphoribosyl-dephospho-CoA transferase 	3	10	61	31	20	21
PSPTO_5083-malonate decarboxylase subunit gamma 	14	37	122	23	41	40
PSPTO_5084-malonate decarboxylase subunit beta 	26	55	208	17	10	12
PSPTO_5085-malonate decarboxylase subunit delta 	0	24	28	0	7	0
PSPTO_5086-2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase 	1	33	63	15	5	12
PSPTO_5087-malonate decarboxylase subunit alpha 	35	233	339	61	105	147
PSPTO_5088-hypothetical protein 	0	0	5	7	17	11
PSPTO_5089-hypothetical protein 	2	3	16	7	17	25
PSPTO_5090-ParA family protein 	31	76	256	258	221	289
PSPTO_5091-hypothetical protein 	10	4	53	247	200	253
PSPTO_5092-acyltransferase family protein 	2	13	65	239	252	365
PSPTO_5093-acyl carrier protein 	1	2	10	35	20	44
PSPTO_5094-acyl carrier protein 	0	0	4	24	9	9
PSPTO_5095-membrane protein 	4	0	48	81	101	90
PSPTO_5096-AMP-binding protein 	8	19	110	307	327	374
PSPTO_5097-glycosyl transferase family protein 	8	1	17	62	94	97
PSPTO_5098-hypothetical protein 	1	2	21	70	75	77
PSPTO_5099-histidine ammonia-lyase 	9	5	43	77	89	84
PSPTO_5100-4-hydroxybenzoyl-CoA thioesterase 	4	10	10	35	12	44
PSPTO_5101-hypothetical protein 	8	0	14	72	85	63
PSPTO_5102-membrane protein 	12	20	27	224	285	204
PSPTO_5103-membrane protein 	2	0	11	68	53	58
PSPTO_5104-hypothetical protein 	2	9	24	107	61	73
PSPTO_5105-hypothetical protein 	7	2	13	70	80	63
PSPTO_5106-lipoprotein 	0	0	9	53	38	65
PSPTO_5107-3-oxoacyl-(acyl carrier protein) synthase I 	4	5	38	263	247	318
PSPTO_5108-hypothetical protein 	8	6	52	227	186	249
PSPTO_5109-3-ketoacyl-(acyl-carrier-protein) reductase 	6	9	11	88	59	54
PSPTO_5110-3-oxoacyl-(acyl carrier protein) synthase II 	11	3	41	88	107	135
PSPTO_5111-LysR family transcriptional regulator 	0	0	7	23	22	29
PSPTO_5112-major facilitator superfamily protein 	5	4	22	10	10	36
PSPTO_5113-hypothetical protein 	47	94	235	215	171	222
PSPTO_5114-hypothetical protein 	0	7	20	57	77	65
PSPTO_5115-gluconate transporter family protein 	0	0	31	28	20	27
PSPTO_5116-RpiR family transcriptional regulator 	2	3	28	30	16	26
PSPTO_5117-N-acyl-D-amino acid deacylase family protein 	13	14	94	64	61	72
PSPTO_5118-uroporphyrinogen decarboxylase 	50	57	240	280	178	224
PSPTO_5119-hypothetical protein 	4	6	10	97	93	126
PSPTO_5120-amidase family protein 	5	3	9	62	35	49
"PSPTO_5121-glutamate synthase, small subunit "	20	56	131	240	222	230
PSPTO_5122-hypothetical protein 	0	0	0	0	0	2
"PSPTO_5123-glutamate synthase, large subunit "	136	289	1184	1158	1078	1015
PSPTO_5124-hypothetical protein 	0	0	0	4	0	0
PSPTO_5125-hypothetical protein 	15	21	192	428	271	266
PSPTO_5126-3-dehydroquinate synthase 	5	13	83	272	247	244
PSPTO_5127-shikimate kinase 	1	2	27	87	99	154
PSPTO_5128-type IV pilus biogenesis protein PilQ 	28	33	199	448	350	399
PSPTO_5129-type IV pilus biogenesis protein PilP 	2	2	12	26	30	33
PSPTO_5130-type IV pilus biogenesis protein PilO 	4	28	63	95	88	110
PSPTO_5131-type IV pilus biogenesis protein PilN 	13	5	62	117	212	164
PSPTO_5132-type IV pilus assembly protein PilM 	2	20	99	137	179	210
PSPTO_5133-penicillin-binding protein 	73	147	514	2055	1758	2244
PSPTO_5134-malic enzyme family protein 	27	100	257	778	490	744
PSPTO_5135-staphylococcal nuclease-like protein 	0	3	3	16	2	15
PSPTO_5136-50S ribosomal protein L31 	17	80	345	1328	1468	1151
PSPTO_5137-primosomal protein N` 	11	26	143	511	453	434
PSPTO_5138-arginyl-tRNA synthetase 	30	33	284	905	742	834
PSPTO_5139-hypothetical protein 	19	31	122	370	317	460
PSPTO_5140-heat shock protein HslV 	66	180	660	5256	4644	8809
"PSPTO_5141-heat shock protein HslVU, ATPase subunit HslU "	10	23	87	692	362	657
PSPTO_5142-hypothetical protein 	5	0	2	55	50	67
PSPTO_5144-poly(3-hydroxyalkanoate) depolymerase 	3	2	27	36	60	74
PSPTO_5145-poly(3-hydroxyalkanoate) polymerase 	4	2	16	44	69	67
PSPTO_5146-transcriptional regulator PhaD 	2	0	8	12	27	23
PSPTO_5147-polyhydroxyalkanoate granule-associated protein PhaF 	89	243	768	320	298	392
PSPTO_5148-polyhydroxyalkanoate granule-associated protein PhaI 	5	4	29	56	7	34
PSPTO_5149-hypothetical protein 	13	2	14	156	70	159
PSPTO_5150-ubiquinone/menaquinone biosynthesis methyltransferase UbiE 	40	69	385	282	256	330
PSPTO_5151-hypothetical protein 	12	11	53	60	73	125
PSPTO_5152-ubiquinone biosynthesis protein UbiB 	15	22	223	678	742	917
PSPTO_5153-phosphoribosyl-AMP cyclohydrolase 	29	47	397	847	841	747
PSPTO_5154-phosphoribosyl-ATP pyrophosphatase 	2	14	69	210	137	175
PSPTO_5155-sec-independent protein translocase TatA 	31	90	240	1126	968	1397
PSPTO_5156-sec-independent protein translocase TatB 	6	36	91	179	78	132
PSPTO_5157-sec-independent protein translocase TatC 	30	26	219	530	896	722
PSPTO_5158-hypothetical protein 	3	1	29	43	67	66
PSPTO_5159-methyl-accepting chemotaxis protein 	5	15	68	127	93	105
PSPTO_5160-methyl-accepting chemotaxis protein 	0	2	15	23	24	20
PSPTO_5161-periplasmic glucan biosynthesis protein 	31	65	332	1785	1538	1592
PSPTO_5162-periplasmic glucan biosynthesis protein 	199	361	1351	2775	1123	2052
PSPTO_5163-D-tyrosyl-tRNA(Tyr) deacylase 	5	9	66	32	25	63
PSPTO_5164-proline iminopeptidase 	46	85	333	265	179	292
PSPTO_5165-glycogen phosphorylase 	39	139	395	273	250	340
PSPTO_5166-membrane protein 	10	15	76	254	202	266
PSPTO_5167-hypothetical protein 	20	23	149	309	459	533
"PSPTO_5168-fructose-1,6-bisphosphatase "	106	235	656	997	1076	1156
PSPTO_5169-lipoprotein 	6	13	60	109	58	60
PSPTO_5170-lipoprotein Blc 	9	21	191	216	159	230
PSPTO_5171-Atz/Trz family protein 	13	37	235	112	126	175
PSPTO_5172-histidine utilization repressor 	7	16	96	398	283	444
PSPTO_5173-hypothetical protein 	6	24	66	238	319	254
PSPTO_5174-sodium-proton antiporter NhaA 	3	1	29	76	90	103
PSPTO_5175-hypothetical protein 	424	483	1869	1439	636	1102
PSPTO_5176-RNA polymerase sigma-70 family protein 	11	37	115	238	167	155
PSPTO_5177-hypothetical protein 	6	6	80	234	329	248
